town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,transaction_year,transaction_month_num,remaining_lease_years,age_of_flat_at_transaction,price_per_sqm
pasir ris,executive,207,pasir ris st 21,04 to 06,147.0,apartment,1993,69 years 09 months,738888.0,2023,1,69,30,5026.448979591837
pasir ris,executive,464,pasir ris st 41,01 to 03,144.0,apartment,1992,69 years,743000.0,2023,1,69,31,5159.722222222223
pasir ris,executive,131,pasir ris st 11,04 to 06,149.0,apartment,1994,70 years 10 months,743888.0,2023,1,70,29,4992.536912751678
pasir ris,executive,136,pasir ris st 11,07 to 09,145.0,apartment,1994,70 years 10 months,770000.0,2023,1,70,29,5310.3448275862065
pasir ris,executive,244,pasir ris st 21,07 to 09,145.0,apartment,1993,69 years 08 months,780000.0,2023,1,69,30,5379.310344827586
pasir ris,executive,710,pasir ris st 72,04 to 06,145.0,maisonette,1996,72 years 06 months,785000.0,2023,1,72,27,5413.793103448276
pasir ris,executive,460,pasir ris dr 4,10 to 12,146.0,apartment,1992,68 years 11 months,820000.0,2023,1,68,31,5616.438356164384
pasir ris,executive,643,pasir ris dr 10,07 to 09,145.0,apartment,1995,71 years 08 months,820000.0,2023,1,71,28,5655.172413793103
pasir ris,executive,649,pasir ris dr 10,01 to 03,150.0,apartment,1995,71 years 08 months,835000.0,2023,1,71,28,5566.666666666667
pasir ris,executive,204,pasir ris st 21,10 to 12,148.0,apartment,1993,69 years 09 months,835000.0,2023,1,69,30,5641.891891891892
pasir ris,executive,578,pasir ris st 53,01 to 03,148.0,apartment,1995,71 years 11 months,845000.0,2023,1,71,28,5709.459459459459
pasir ris,executive,585,pasir ris st 53,01 to 03,152.0,maisonette,1995,71 years 10 months,950000.0,2023,1,71,28,6250.0
pasir ris,executive,251,pasir ris st 21,07 to 09,145.0,apartment,1993,69 years 06 months,765000.0,2023,2,69,30,5275.862068965517
pasir ris,executive,510,pasir ris st 52,01 to 03,146.0,apartment,1993,69 years 07 months,770000.0,2023,2,69,30,5273.972602739726
pasir ris,executive,267,pasir ris st 21,04 to 06,144.0,apartment,1994,70 years 08 months,777000.0,2023,2,70,29,5395.833333333333
pasir ris,executive,537,pasir ris st 51,04 to 06,144.0,apartment,1992,68 years 11 months,810000.0,2023,2,68,31,5625.0
pasir ris,executive,533,pasir ris dr 1,04 to 06,145.0,apartment,1992,68 years 10 months,835000.0,2023,2,68,31,5758.620689655172
pasir ris,executive,548,pasir ris st 51,10 to 12,144.0,apartment,1992,68 years 11 months,840000.0,2023,2,68,31,5833.333333333333
pasir ris,executive,543,pasir ris st 51,10 to 12,144.0,apartment,1992,68 years 11 months,880000.0,2023,2,68,31,6111.111111111111
pasir ris,executive,448,pasir ris dr 6,10 to 12,154.0,maisonette,1989,65 years 11 months,950000.0,2023,2,65,34,6168.831168831169
pasir ris,executive,266,pasir ris st 21,01 to 03,143.0,apartment,1994,70 years 08 months,745000.0,2023,3,70,29,5209.79020979021
pasir ris,executive,128,pasir ris st 11,04 to 06,146.0,maisonette,1988,64 years 09 months,785000.0,2023,3,64,35,5376.712328767123
pasir ris,executive,645,pasir ris dr 10,01 to 03,150.0,apartment,1995,71 years 07 months,795000.0,2023,3,71,28,5300.0
pasir ris,executive,651,pasir ris dr 10,07 to 09,148.0,apartment,1995,71 years 06 months,807500.0,2023,3,71,28,5456.081081081081
pasir ris,executive,500,pasir ris st 52,10 to 12,146.0,apartment,1993,69 years 10 months,825000.0,2023,3,69,30,5650.684931506849
pasir ris,executive,646,pasir ris dr 10,04 to 06,150.0,apartment,1995,71 years 06 months,830000.0,2023,3,71,28,5533.333333333333
pasir ris,executive,237,pasir ris st 21,13 to 15,159.0,apartment,1993,69 years 04 months,838888.0,2023,3,69,30,5276.025157232704
pasir ris,executive,505,pasir ris st 52,07 to 09,145.0,apartment,1993,69 years 07 months,843888.0,2023,3,69,30,5819.91724137931
pasir ris,executive,454,pasir ris dr 6,04 to 06,150.0,maisonette,1989,65 years 10 months,878000.0,2023,3,65,34,5853.333333333333
pasir ris,executive,408,pasir ris dr 6,10 to 12,147.0,maisonette,1990,66 years 01 month,908000.0,2023,3,66,33,6176.8707482993195
pasir ris,executive,463,pasir ris st 41,04 to 06,145.0,apartment,1992,68 years 09 months,770000.0,2023,4,68,31,5310.3448275862065
pasir ris,executive,509,pasir ris st 52,01 to 03,145.0,apartment,1993,69 years 05 months,770000.0,2023,4,69,30,5310.3448275862065
pasir ris,executive,158,pasir ris st 13,01 to 03,159.0,apartment,1995,70 years 11 months,780000.0,2023,4,70,28,4905.66037735849
pasir ris,executive,222,pasir ris st 21,04 to 06,149.0,apartment,1993,69 years 03 months,795000.0,2023,4,69,30,5335.5704697986575
pasir ris,executive,459,pasir ris dr 4,10 to 12,142.0,apartment,1992,68 years 09 months,800000.0,2023,4,68,31,5633.802816901409
pasir ris,executive,540,pasir ris st 51,01 to 03,144.0,apartment,1992,68 years 08 months,812000.0,2023,4,68,31,5638.888888888889
pasir ris,executive,101,pasir ris st 12,04 to 06,146.0,maisonette,1988,64 years 08 months,830900.0,2023,4,64,35,5691.095890410959
pasir ris,executive,129,pasir ris st 11,07 to 09,146.0,maisonette,1988,64 years 08 months,835000.0,2023,4,64,35,5719.178082191781
pasir ris,executive,549,pasir ris st 51,01 to 03,148.0,maisonette,1992,68 years 08 months,850000.0,2023,4,68,31,5743.243243243243
pasir ris,executive,583,pasir ris st 53,04 to 06,145.0,apartment,1995,71 years 06 months,870000.0,2023,4,71,28,6000.0
pasir ris,executive,583,pasir ris st 53,07 to 09,148.0,apartment,1995,71 years 07 months,900000.0,2023,4,71,28,6081.081081081081
pasir ris,executive,457,pasir ris dr 4,01 to 03,142.0,apartment,1992,68 years 08 months,738000.0,2023,5,68,31,5197.183098591549
pasir ris,executive,246,pasir ris st 21,01 to 03,150.0,apartment,1993,69 years 03 months,745000.0,2023,5,69,30,4966.666666666667
pasir ris,executive,505,pasir ris st 52,04 to 06,145.0,apartment,1993,69 years 05 months,760000.0,2023,5,69,30,5241.379310344828
pasir ris,executive,546,pasir ris st 51,01 to 03,144.0,apartment,1992,68 years 07 months,800000.0,2023,5,68,31,5555.555555555556
pasir ris,executive,466,pasir ris st 41,01 to 03,148.0,maisonette,1992,68 years 07 months,818000.0,2023,5,68,31,5527.027027027027
pasir ris,executive,108,pasir ris st 12,04 to 06,146.0,maisonette,1988,64 years 04 months,825000.0,2023,5,64,35,5650.684931506849
pasir ris,executive,503,pasir ris st 52,04 to 06,145.0,apartment,1993,69 years 08 months,830000.0,2023,5,69,30,5724.137931034483
